Run,Center.Name,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,BioProject,create_date,AvgSpotLen,Bases,Bytes,tissue,Library.Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,dev_stage,Age,isolate,Ecotype,treatment,sample_type,replicate,Collection_Date,Temp,source_name,collected_by,BIOMATERIAL_PROVIDER,genotype,Sample_name,AssemblyName,Collection_time,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,intentional_duplicate..run.,growth_protocol,Developmental_stage,disease,isolation_source,Broker_name,Organism_part,Experimental_Factor._sampling_time..exp.,growth_condition,INSDC_center_alias,Scientific_Name,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,Host,lat_lon,estimated_size,isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,ID,PHENOTYPE,Library,timepoint,lab_host,Development_stage,agent,Group,inbred_line,time_point,strain,population,env_broad_scale,env_local_scale,env_medium,host_tissue_sampled,cell_line,growth_facility,light_regimen,organism_common_name,plant_treatment,ploidy,Sample_id,soil_ph,subspecific_genetic_lineage_name,subspecific_genetic_lineage_rank,watering_regimen,DPI,Host_Age,host_body_habitat,host_last_meal,host_life_stage,variety,tissue_type,Biosample_attributes,isol_growth_condt,Label,replication,Tissue,Sample.Name,Library.Name,Cultivar,dev_stage,Age,genotype,Sample_name,Scientific_Name,variety,tissue,Tissue,Tissue_type,BioProject,Variety,Condition,Study_type,Variety_type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name
ERR11577532,University of Florence,ERX10981458,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,SAMEA113777069,PRJEB63286,2023,202,2470036406,869957535,NA,Treated 2_p,uncalculated,uncalculated,NA,NA,NA,NA,NA,not applicable,NA,NA,NA,NA,not collected,NA,NA,NA,NA,wild type genotype,E-MTAB-13087:Treated 2,NA,NA,SAMEA113777069,"University of Florence Department of Agriculture\, Food\, Environment and Forestry (DAGRI)",2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,public,E-MTAB-13087:Treated 2,NA,NA,NA,NA,NA,ArrayExpress,seed,NA,NA,NA,Capsicum annuum,2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMEA113777069,Treated 2_p,NA,NA,NA,wild type genotype,E-MTAB-13087:Treated 2,Capsicum annuum,NA,NA,NA,Seeds,PRJEB63286,Friariello,Magnetic nanoparticles seed treatment,Abiotic stress,Cultivar,uncalculated,uncalculated,NA
ERR11577529,University of Florence,ERX10981455,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,SAMEA113777066,PRJEB63286,2023,202,2484499000,871307232,NA,Control 2_p,uncalculated,uncalculated,NA,NA,NA,NA,NA,not applicable,NA,NA,NA,NA,not collected,NA,NA,NA,NA,wild type genotype,E-MTAB-13087:Control 2,NA,NA,SAMEA113777066,"University of Florence Department of Agriculture\, Food\, Environment and Forestry (DAGRI)",2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,public,E-MTAB-13087:Control 2,NA,NA,NA,NA,NA,ArrayExpress,seed,NA,NA,NA,Capsicum annuum,2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMEA113777066,Control 2_p,NA,NA,NA,wild type genotype,E-MTAB-13087:Control 2,Capsicum annuum,NA,NA,NA,Seeds,PRJEB63286,Friariello,Magnetic nanoparticles seed treatment,Abiotic stress,Cultivar,uncalculated,uncalculated,NA
ERR11577530,University of Florence,ERX10981456,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,SAMEA113777067,PRJEB63286,2023,202,3185900772,1115331246,NA,Control 3_p,uncalculated,uncalculated,NA,NA,NA,NA,NA,not applicable,NA,NA,NA,NA,not collected,NA,NA,NA,NA,wild type genotype,E-MTAB-13087:Control 3,NA,NA,SAMEA113777067,"University of Florence Department of Agriculture\, Food\, Environment and Forestry (DAGRI)",2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,public,E-MTAB-13087:Control 3,NA,NA,NA,NA,NA,ArrayExpress,seed,NA,NA,NA,Capsicum annuum,2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMEA113777067,Control 3_p,NA,NA,NA,wild type genotype,E-MTAB-13087:Control 3,Capsicum annuum,NA,NA,NA,Seeds,PRJEB63286,Friariello,Magnetic nanoparticles seed treatment,Abiotic stress,Cultivar,uncalculated,uncalculated,NA
ERR11577531,University of Florence,ERX10981457,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,SAMEA113777068,PRJEB63286,2023,202,2502744650,878324078,NA,Treated 1_p,uncalculated,uncalculated,NA,NA,NA,NA,NA,not applicable,NA,NA,NA,NA,not collected,NA,NA,NA,NA,wild type genotype,E-MTAB-13087:Treated 1,NA,NA,SAMEA113777068,"University of Florence Department of Agriculture\, Food\, Environment and Forestry (DAGRI)",2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,public,E-MTAB-13087:Treated 1,NA,NA,NA,NA,NA,ArrayExpress,seed,NA,NA,NA,Capsicum annuum,2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMEA113777068,Treated 1_p,NA,NA,NA,wild type genotype,E-MTAB-13087:Treated 1,Capsicum annuum,NA,NA,NA,Seeds,PRJEB63286,Friariello,Magnetic nanoparticles seed treatment,Abiotic stress,Cultivar,uncalculated,uncalculated,NA
ERR11577533,University of Florence,ERX10981459,Illumina NovaSeq 6000,PAIRED,RANDOM,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,SAMEA113777070,PRJEB63286,2023,202,2856084262,992428209,NA,Treated 3_p,uncalculated,uncalculated,NA,NA,NA,NA,NA,not applicable,NA,NA,NA,NA,not collected,NA,NA,NA,NA,wild type genotype,E-MTAB-13087:Treated 3,NA,NA,SAMEA113777070,"University of Florence Department of Agriculture\, Food\, Environment and Forestry (DAGRI)",2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,public,E-MTAB-13087:Treated 3,NA,NA,NA,NA,NA,ArrayExpress,seed,NA,NA,NA,Capsicum annuum,2023-11-09T13:00:05Z,2023-11-09T13:00:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAMEA113777070,Treated 3_p,NA,NA,NA,wild type genotype,E-MTAB-13087:Treated 3,Capsicum annuum,NA,NA,NA,Seeds,PRJEB63286,Friariello,Magnetic nanoparticles seed treatment,Abiotic stress,Cultivar,uncalculated,uncalculated,NA
SRR26045557,SHANDONG AGRICULTURE UNIVERSITY,SRX21762464,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,4h3,PRJNA1014603,2023,300,7075799700,2284610996,fruit peel,A21221977a,China,Asia,Plant,NA,4h3,not applicable,29 days after flowering,Blue light exposure 4 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,4h3,A21221977a,4h3,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045558,SHANDONG AGRICULTURE UNIVERSITY,SRX21762463,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,4h2,PRJNA1014603,2023,300,7057670700,2270615648,fruit peel,A21221976a,China,Asia,Plant,NA,4h2,not applicable,29 days after flowering,Blue light exposure 4 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,4h2,A21221976a,4h2,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045559,SHANDONG AGRICULTURE UNIVERSITY,SRX21762462,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,4h1,PRJNA1014603,2023,300,8952123000,2866657992,fruit peel,A21221975a,China,Asia,Plant,NA,4h1,not applicable,29 days after flowering,Blue light exposure 4 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,4h1,A21221975a,4h1,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045560,SHANDONG AGRICULTURE UNIVERSITY,SRX21762461,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,2h3,PRJNA1014603,2023,300,7053251100,2257113119,fruit peel,A21221974a,China,Asia,Plant,NA,2h3,not applicable,29 days after flowering,Blue light exposure 2 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,2h3,A21221974a,2h3,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045561,SHANDONG AGRICULTURE UNIVERSITY,SRX21762460,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,2h2,PRJNA1014603,2023,300,6994105200,2264864251,fruit peel,A21221973a,China,Asia,Plant,NA,2h2,not applicable,29 days after flowering,Blue light exposure 2 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,2h2,A21221973a,2h2,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045562,SHANDONG AGRICULTURE UNIVERSITY,SRX21762459,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,2h1,PRJNA1014603,2023,300,7060567800,2293874437,fruit peel,A21221972a,China,Asia,Plant,NA,2h1,not applicable,29 days after flowering,Blue light exposure 2 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,2h1,A21221972a,2h1,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045563,SHANDONG AGRICULTURE UNIVERSITY,SRX21762458,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,0h3,PRJNA1014603,2023,300,7129826100,2290660518,fruit peel,A21221971a,China,Asia,Plant,NA,0h3,not applicable,29 days after flowering,Blue light exposure 0 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,0h3,A21221971a,0h3,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045564,SHANDONG AGRICULTURE UNIVERSITY,SRX21762457,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,0h2,PRJNA1014603,2023,300,7140184500,2272973050,fruit peel,A21221970a,China,Asia,Plant,NA,0h2,not applicable,29 days after flowering,Blue light exposure 0 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,0h2,A21221970a,0h2,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26045565,SHANDONG AGRICULTURE UNIVERSITY,SRX21762456,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,0h1,PRJNA1014603,2023,300,7055792400,2245210968,fruit peel,A21221969a,China,Asia,Plant,NA,0h1,not applicable,29 days after flowering,Blue light exposure 0 h,China,NA,NA,NA,10/21/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit Peel,0h1,A21221969a,0h1,not applicable,29 days after flowering,NA,NA,NA,NA,fruit peel,Fruit Peel,,PRJNA1014603,,,,,China,Asia,NA
SRR26035567,HENGYANG NORMAL UNIVERSITY,SRX21752677,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,WM,PRJNA1014701,2023,300,6932419200,2435689615,fruit,WM1,China,Asia,Plant,NA,WH,physiological maturity stage,50 days after flowering,physiological maturity stage:the fruit has no fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,WM,WM1,WH,physiological maturity stage,50 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035568,HENGYANG NORMAL UNIVERSITY,SRX21752676,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,WG,PRJNA1014701,2023,300,6809638500,2411398352,fruit,WG3,China,Asia,Plant,NA,WH,commercial maturity stage,30 days after flowering,commercial maturity stage:the fruit has no fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,WG,WG3,WH,commercial maturity stage,30 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035569,HENGYANG NORMAL UNIVERSITY,SRX21752675,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,WG,PRJNA1014701,2023,300,6263954400,2151146216,fruit,WG2,China,Asia,Plant,NA,WH,commercial maturity stage,30 days after flowering,commercial maturity stage:the fruit has no fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,WG,WG2,WH,commercial maturity stage,30 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035571,HENGYANG NORMAL UNIVERSITY,SRX21752673,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,QM,PRJNA1014701,2023,300,8241823200,2859143144,fruit,QM3,China,Asia,Plant,NA,QH,physiological maturity stage,50 days after flowering,physiological maturity stage:the fruit has has a fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,QM,QM3,QH,physiological maturity stage,50 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035573,HENGYANG NORMAL UNIVERSITY,SRX21752671,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,QM,PRJNA1014701,2023,300,8700722100,3033045035,fruit,QM1,China,Asia,Plant,NA,QH,physiological maturity stage,50 days after flowering,physiological maturity stage:the fruit has has a fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,QM,QM1,QH,physiological maturity stage,50 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035574,HENGYANG NORMAL UNIVERSITY,SRX21752670,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,QG,PRJNA1014701,2023,300,8757914700,3038997354,fruit,QG3,China,Asia,Plant,NA,QH,commercial maturity stage,30 days after flowering,commercial maturity stage:the fruit has a fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,QG,QG3,QH,commercial maturity stage,30 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035575,HENGYANG NORMAL UNIVERSITY,SRX21752669,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,WM,PRJNA1014701,2023,300,7883547600,2722218408,fruit,WM3,China,Asia,Plant,NA,WH,physiological maturity stage,50 days after flowering,physiological maturity stage:the fruit has no fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,WM,WM3,WH,physiological maturity stage,50 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035576,HENGYANG NORMAL UNIVERSITY,SRX21752668,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,WM,PRJNA1014701,2023,300,7921329900,2722941489,fruit,WM2,China,Asia,Plant,NA,WH,physiological maturity stage,50 days after flowering,physiological maturity stage:the fruit has no fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,WM,WM2,WH,physiological maturity stage,50 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035577,HENGYANG NORMAL UNIVERSITY,SRX21752667,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,QG,PRJNA1014701,2023,300,7858540500,2728400953,fruit,QG2,China,Asia,Plant,NA,QH,commercial maturity stage,30 days after flowering,commercial maturity stage:the fruit has a fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,QG,QG2,QH,commercial maturity stage,30 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26035578,HENGYANG NORMAL UNIVERSITY,SRX21752666,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,QG,PRJNA1014701,2023,300,6181067700,2167585844,fruit,QG1,China,Asia,Plant,NA,QH,commercial maturity stage,30 days after flowering,commercial maturity stage:the fruit has a fragrance,Not collected,NA,NA,NA,Not collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fruit,QG,QG1,QH,commercial maturity stage,30 days after flowering,NA,NA,NA,NA,fruit,Fruit,,PRJNA1014701,,,,,China,Asia,NA
SRR26089597,GUIZHOU UNIVERSITY,SRX21804252,Illumina NovaSeq 6000,PAIRED,other,TRANSCRIPTOMIC,Capsicum annuum,ILLUMINA,2023,RR-3,PRJNA1017123,2023,300,6514650300,2134126496,Fruit,F3-3,China,Asia,Plant,NA,gd-75-3-10,fully red fruits,60 DPA,NA,NA,NA,NA,NA,12/17/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F3-3,NA,NA,NA,Fruit,RR-3,F3-3,gd-75-3-10,fully red fruits,60 DPA,NA,NA,NA,NA,Fruit,Fruit,,PRJNA1017123,,,,,China,Asia,NA
